S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,depreciation_rate,car_age
5009,Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,Diesel,Automatic,First,14.75,2967 CC,245 bhp,7.0,9992000.0,68.0,99.99931945556445,8
5018,Honda Jazz VX Diesel,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498 CC,98.6 bhp,5.0,1105000.0,8.4,99.99923981900454,8
5030,Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,863000.0000000001,8.39,99.99902780996524,7
5038,Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999 CC,148.31 bhp,7.0,6922000.0,56.14,99.99918896272753,6
5049,Jeep Compass 2.0 Sport,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956 CC,170 bhp,5.0,1845000.0,15.0,99.99918699186992,8
5059,Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,989000.0,9.05,99.99908493427704,8
5062,Maruti Celerio LXI MT,Kolkata,2018,30000,Petrol,Manual,First,23.1,998 CC,67.04 bhp,5.0,487000.0,3.75,99.99922997946612,7
5078,Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,1100000.0,9.88,99.99910181818183,8
5079,Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197 CC,81.86 bhp,5.0,977999.9999999999,8.78,99.99910224948874,6
5086,Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248 CC,73.75 bhp,5.0,914000.0,5.5,99.99939824945295,12
5087,Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,24.07,998 CC,67.1 bhp,5.0,448000.00000000006,2.1,99.99953125,11
5090,Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582 CC,126.2 bhp,5.0,1557000.0,5.5,99.99964675658318,12
5102,Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,First,22.5,998 CC,67.04 bhp,5.0,512000.0,5.34,99.99895703124999,6
5107,Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143 CC,201.15 bhp,5.0,7943000.000000001,49.0,99.99938310462042,9
5111,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,Diesel,Manual,First,22.95,1248 CC,74 bhp,5.0,794000.0,3.75,99.99952770780857,8
5118,Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,First,11.57,2987 CC,254.79 bhp,5.0,9513000.0,60.75,99.99936140018922,9
5127,Nissan Micra XV CVT,Kolkata,2011,44000,Petrol,Automatic,First,19.15,1198 CC,75.94 bhp,5.0,873000.0,2.65,99.99969644902635,14
5133,Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193 CC,88.7 bhp,5.0,869000.0,5.27,99.99939355581128,10
5135,Honda Jazz VX Diesel,Chennai,2016,14980,Diesel,Manual,First,27.3,1498 CC,98.6 bhp,5.0,1081000.0,7.4,99.99931544865865,9
5166,Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,Diesel,Automatic,First,17.9,2143 CC,136 bhp,5.0,4240000.0,27.0,99.99936320754716,8
5172,Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,Petrol,Manual,First,14.28,1798 CC,138.03 bhp,5.0,2337000.0,10.77,99.99953915275995,10
5175,BMW 5 Series 530d M Sport,Chennai,2010,58000,Diesel,Automatic,First,18.59,2993 CC,265 bhp,5.0,7978000.0,11.75,99.99985271997994,15
5178,Maruti Celerio CNG VXI MT,Delhi,2015,64687,CNG,Manual,First,31.79,998 CC,58.33 bhp,5.0,587000.0,3.8,99.99935264054514,10
5181,Tata Zest Revotron 1.2T XM,Kochi,2015,39208,Petrol,Manual,First,17.57,1193 CC,88.7 bhp,5.0,763000.0,4.52,99.99940760157273,10
5183,Honda City i-VTEC VX,Coimbatore,2013,38622,Petrol,Manual,First,17.4,1497 CC,117.3 bhp,5.0,1268000.0,6.26,99.99950630914827,12
5188,Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,Diesel,Automatic,First,22.0,1582 CC,126.2 bhp,5.0,1660000.0000000002,5.25,99.99968373493977,13
5200,Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Petrol,Automatic,Second,22.5,999 CC,67 bhp,5.0,572000.0,4.99,99.99912762237763,7
5207,Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,Petrol,Automatic,First,22.5,999 CC,67 bhp,5.0,493000.0,4.41,99.99910547667344,8
5211,Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,First,15.96,2523 CC,62.1 bhp,7.0,1128000.0,8.14,99.99927836879434,8
5212,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,Diesel,Manual,First,20.64,1498 CC,108.5 bhp,5.0,1420000.0,8.45,99.99940492957748,9
5229,BMW 3 Series 320d,Bangalore,2012,73000,Diesel,Automatic,First,22.69,1995 CC,190 bhp,5.0,4879000.0,12.5,99.999743799959,13
5230,Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,Diesel,Manual,First,23.0,1498 CC,98.96 bhp,5.0,1042000.0,7.69,99.99926199616124,8
5237,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,Petrol,Manual,First,15.8,1591 CC,121.3 bhp,5.0,1605999.9999999998,12.13,99.99924470734746,7
5241,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,Petrol,Manual,First,17.0,1497 CC,121.36 bhp,5.0,1127000.0,8.75,99.99922360248448,8
5249,Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,Petrol,Manual,First,19.0,1194 CC,94.68 bhp,5.0,844000.0,7.23,99.99914336492891,7
5254,Hyundai Elantra 1.6 SX,Pune,2013,170000,Diesel,Manual,First,22.54,1582 CC,126.2 bhp,5.0,2087000.0,7.5,99.99964063248682,12
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,1196000.0,8.9,99.99925585284282,9
5260,Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,Diesel,Manual,First,23.59,1364 CC,67.06 bhp,5.0,955000.0000000001,4.9,99.99948691099476,11
5261,Maruti Alto K10 VXI,Kochi,2015,37929,Petrol,Manual,First,24.07,998 CC,67.1 bhp,5.0,409000.0,3.69,99.999097799511,10
5262,Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,Petrol,Manual,First,23.84,1199 CC,84 bhp,5.0,545000.0,3.98,99.99926972477064,9
5266,Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,Petrol,Manual,First,17.0,1198 CC,73.75 bhp,5.0,838000.0000000001,6.69,99.9992016706444,8
5267,Honda BRV i-VTEC V CVT,Mumbai,2017,17000,Petrol,Automatic,First,16.0,1497 CC,117.3 bhp,7.0,1502000.0,9.5,99.99936750998668,8
5271,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,Petrol,Automatic,First,23.1,998 CC,67.04 bhp,5.0,595000.0,5.63,99.9990537815126,7
5272,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,Petrol,Manual,First,15.8,1591 CC,121.3 bhp,5.0,1536000.0,11.78,99.99923307291667,7
5279,Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,Petrol,Manual,First,17.57,1193 CC,88.7 bhp,5.0,659000.0,4.8,99.99927162367223,8
5280,Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,Petrol,Manual,First,16.09,1598 CC,103.5 bhp,5.0,1094000.0,3.49,99.99968098720292,11
5290,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,Diesel,Manual,First,20.14,1498 CC,88 bhp,5.0,1015000.0,6.3,99.99937931034482,9
5291,Maruti Baleno RS Petrol,Kochi,2018,43639,Petrol,Manual,First,21.1,998 CC,100 bhp,5.0,983000.0,8.15,99.99917090539165,7
5304,BMW 3 Series Luxury Line,Bangalore,2017,21000,Diesel,Automatic,First,21.76,1995 CC,190 bhp,5.0,6207000.0,35.0,99.9994361205091,8
5308,Maruti Dzire VXI,Pune,2013,74000,Petrol,Manual,First,22.0,1197 CC,81.80 bhp,5.0,767000.0,4.5,99.99941329856584,12
5310,Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,Diesel,Manual,First,20.14,1498 CC,88 bhp,5.0,997000.0000000001,6.9,99.99930792377131,8
5313,Audi A6 35 TDI Matrix,Chennai,2015,20000,Diesel,Automatic,First,18.53,1968 CC,187.74 bhp,5.0,6767000.0,35.5,99.99947539530072,10
5314,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,Diesel,Manual,First,24.0,1186 CC,73.97 bhp,5.0,818000.0,6.28,99.99923227383863,7
5316,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,Diesel,Manual,First,22.95,1248 CC,74 bhp,5.0,743000.0,3.7,99.99950201884253,9
5321,Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,Petrol,Manual,First,15.1,1196 CC,73 bhp,7.0,471000.0,2.9,99.99938428874734,11
5324,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,Diesel,Manual,First,24.0,1186 CC,73.97 bhp,5.0,818000.0,4.25,99.9994804400978,10
5328,BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,Diesel,Automatic,First,22.69,1995 CC,190 bhp,5.0,5368000.0,29.5,99.99945044709389,10
5331,Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,Diesel,Manual,First,23.0,1498 CC,98.96 bhp,5.0,1212000.0,10.9,99.999100660066,7
5332,Maruti Celerio ZXI MT,Bangalore,2015,48808,Petrol,Manual,First,23.1,998 CC,67.04 bhp,5.0,605000.0,4.3,99.99928925619834,10
5339,Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,Petrol,Manual,First,17.19,1197 CC,81.86 bhp,5.0,1025000.0,8.6,99.99916097560975,6
5350,Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,Diesel,Manual,First,21.66,1498 CC,108.62 bhp,5.0,1003999.9999999999,6.75,99.99932768924302,9
5353,Volkswagen Polo GT TSI,Kochi,2015,26323,Petrol,Automatic,First,17.21,1197 CC,103.5 bhp,5.0,1083000.0,7.4,99.99931671283473,10
5357,Mahindra Bolero ZLX,Jaipur,2016,65000,Diesel,Manual,First,15.96,2523 CC,62.1 bhp,7.0,1115000.0,7.21,99.9993533632287,9
5359,Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,Diesel,Manual,First,25.4,1186 CC,73.97 bhp,5.0,823000.0,4.2,99.99948967193197,8
5366,Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,Diesel,Manual,First,13.68,2393 CC,147.8 bhp,7.0,1937000.0,16.5,99.99914816726897,9
5375,Maruti Swift LDI,Jaipur,2015,39437,Diesel,Manual,First,28.4,1248 CC,74 bhp,5.0,701000.0,5.15,99.99926533523538,10
5384,Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,Petrol,Manual,First,17.57,1193 CC,88.7 bhp,5.0,763000.0,3.7,99.9995150720839,11
5393,Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,Petrol,Manual,First,18.9,1197 CC,81.86 bhp,5.0,680000.0,2.25,99.99966911764706,15
5396,Maruti Ertiga VDI,Kochi,2018,51236,Diesel,Manual,First,25.47,1248 CC,88.50 bhp,7.0,1083000.0,8.49,99.999216066482,7
5415,Maruti Dzire AMT VXI,Chennai,2017,42000,Petrol,Automatic,First,22.0,1197 CC,81.80 bhp,5.0,813000.0000000001,5.5,99.99932349323494,8
5419,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,Petrol,Automatic,First,14.28,1798 CC,138.03 bhp,5.0,2527000.0,11.99,99.99952552433714,9
5420,BMW 3 Series Sport,Mumbai,2016,19000,Diesel,Automatic,Second,21.76,1995 CC,190 bhp,5.0,5730000.0,29.99,99.99947661431065,9
5427,Maruti Wagon R VXI AMT,Delhi,2016,30000,Petrol,Automatic,First,22.5,998 CC,67 bhp,5.0,568000.0,4.25,99.99925176056338,9
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,1175000.0,8.25,99.99929787234042,9
5434,Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,Petrol,Manual,First,17.5,1199 CC,88.7 bhp,5.0,936000.0,8.2,99.99912393162393,6
5447,Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,Diesel,Automatic,First,17.9,2143 CC,136 bhp,5.0,3872000.0,24.46,99.99936828512396,9
5448,Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Petrol,Manual,Second,17.57,1193 CC,88.7 bhp,5.0,770000.0,3.9,99.99949350649351,11
5450,Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,Petrol,Automatic,First,21.5,1197 CC,81.80 bhp,5.0,643000.0,3.65,99.99943234836702,10
5451,Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,Diesel,Manual,First,25.4,1186 CC,73.97 bhp,5.0,823000.0,5.0,99.99939246658566,9
5465,Maruti Wagon R VXI,Jaipur,2017,35362,Petrol,Manual,First,22.5,998 CC,67.04 bhp,5.0,544000.0,3.85,99.99929227941176,8
5470,BMW 3 Series 320d,Bangalore,2010,58000,Diesel,Automatic,First,22.69,1995 CC,190 bhp,5.0,4879000.0,11.5,99.9997642959623,15
5479,Renault KWID Climber 1.0 AMT,Chennai,2018,14000,Petrol,Automatic,First,22.5,999 CC,67 bhp,5.0,567000.0,4.5,99.99920634920635,7
5484,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,Diesel,Manual,First,20.5,1582 CC,126.2 bhp,5.0,1918000.0,13.82,99.99927945776851,9
5507,Maruti Dzire LDI,Pune,2017,48000,Diesel,Manual,First,28.4,1248 CC,73.75 bhp,5.0,791000.0,6.0,99.9992414664981,8
5509,Renault KWID RXL,Jaipur,2016,26000,Petrol,Manual,First,25.17,799 CC,53.3 bhp,5.0,396000.0,2.55,99.99935606060606,9
5513,Maruti Alto K10 VXI,Jaipur,2016,35000,Petrol,Manual,First,24.07,998 CC,67.1 bhp,5.0,424000.0,3.0,99.99929245283019,9
5516,BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,Diesel,Automatic,First,18.56,1995 CC,190 bhp,5.0,7055000.0,61.25,99.99913182140327,7
5518,Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,17.44,1998 CC,189.08 bhp,4.0,3927000.0000000005,28.95,99.9992627960275,9
5527,Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,Petrol,Manual,First,17.71,1197 CC,78.9 bhp,5.0,641000.0,4.57,99.99928705148207,10
5534,Nissan Micra XV CVT,Mumbai,2015,34895,Petrol,Automatic,First,19.15,1198 CC,75.94 bhp,5.0,947000.0000000001,4.6,99.99951425554382,10
5542,Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,Diesel,Automatic,First,11.36,2755 CC,171.5 bhp,7.0,2073999.9999999998,18.36,99.99911475409834,8
5558,BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,Diesel,Automatic,First,22.48,1995 CC,190 bhp,5.0,7181999.999999999,30.37,99.99957713728766,9
5560,Renault KWID RXT Optional,Kochi,2019,6568,Petrol,Manual,First,25.17,799 CC,53.3 bhp,5.0,478000.0,5.09,99.99893514644351,6
5564,BMW 3 Series 320d Luxury Line,Kochi,2016,62404,Diesel,Automatic,First,22.69,1995 CC,190 bhp,5.0,5443000.0,21.33,99.99960812052177,9
5568,BMW 3 Series Luxury Line,Coimbatore,2017,34232,Diesel,Automatic,First,21.76,1995 CC,190 bhp,5.0,5507000.0,35.84,99.99934919193754,8
5569,Honda CR-V Petrol 2WD,Chennai,2004,135000,Petrol,Automatic,Third,14.4,1997 CC,152 bhp,5.0,3351000.0,3.0,99.99991047448523,21
5570,Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,Diesel,Manual,First,19.72,1461 CC,108.45 bhp,5.0,1594000.0,6.75,99.9995765370138,13
5582,Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,12.9,2755 CC,174.5 bhp,7.0,3445000.0000000005,30.85,99.99910449927431,6
5604,Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,22.71,1461 CC,84.8 bhp,5.0,1148000.0,4.0,99.99965156794424,13
5606,Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,Petrol,Automatic,First,21.5,1197 CC,81.80 bhp,5.0,680000.0,6.25,99.99908088235294,6
5625,Tata Tigor XE Diesel,Ahmedabad,2017,16235,Diesel,Manual,First,24.7,1047 CC,69 bhp,5.0,715000.0,5.5,99.99923076923078,8
5626,Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,Petrol,Automatic,First,14.67,1798 CC,177.46 bhp,5.0,3336000.0,17.08,99.99948800959231,8
5631,Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,Petrol,Automatic,First,17.0,1591 CC,121.3 bhp,5.0,1370000.0,4.25,99.9996897810219,13
5632,Toyota Etios 1.4 VXD,Pune,2018,3000,Diesel,Manual,First,23.59,1364 CC,67.04 bhp,5.0,1063000.0,7.9,99.99925682031986,7
5644,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,Diesel,Manual,First,20.14,1498 CC,88 bhp,5.0,1032000.0,5.65,99.99945251937984,11
5650,Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,15.1,1196 CC,73 bhp,7.0,443000.0,2.2,99.9995033860045,9
5679,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,Diesel,Manual,First,20.64,1498 CC,108.5 bhp,5.0,1420000.0,10.0,99.99929577464789,8
5680,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,Petrol,Manual,First,18.9,1197 CC,81.86 bhp,5.0,654000.0,4.75,99.9992737003058,8
5684,Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,21.4,1197 CC,83.1 bhp,5.0,871000.0000000001,7.39,99.99915154994258,7
5695,Honda City i-VTEC VX,Ahmedabad,2012,34000,Petrol,Manual,First,17.4,1497 CC,117.3 bhp,5.0,1268000.0,5.75,99.99954652996846,13
5708,Honda BRV i-VTEC V CVT,Mumbai,2017,16503,Petrol,Automatic,First,16.0,1497 CC,117.3 bhp,7.0,1502000.0,9.5,99.99936750998668,8
5715,Honda City i-VTEC CVT V,Kochi,2019,22321,Petrol,Automatic,First,18.0,1497 CC,117.3 bhp,5.0,1340000.0,11.66,99.99912985074627,6
5736,Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,42000,Petrol,Manual,First,18.15,1198 CC,82 bhp,6.0,796000.0,5.5,99.99930904522613,7
5749,Honda City i-VTEC V,Kochi,2018,11732,Petrol,Manual,First,17.4,1497 CC,117.3 bhp,5.0,1188000.0,10.07,99.99915235690236,7
5757,Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,31000,Diesel,Manual,First,13.68,2393 CC,147.8 bhp,7.0,2136000.0,16.95,99.99920646067415,8
5762,Volvo S60 D4 Momentum,Hyderabad,2014,51000,Diesel,Automatic,First,27.03,1969 CC,190 bhp,5.0,4567000.0,21.5,99.99952923144296,11
5765,Honda Brio 1.2 S Option MT,Delhi,2012,40315,Petrol,Manual,First,18.5,1198 CC,86.8 bhp,5.0,592000.0,2.75,99.99953547297298,13
5769,Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,Petrol,Manual,First,23.84,1199 CC,84 bhp,5.0,659000.0,6.94,99.9989468892261,6
5778,Nissan Terrano XL D Option,Kochi,2015,58817,Diesel,Manual,First,19.87,1461 CC,83.14 bhp,5.0,1506000.0,6.25,99.99958499335989,10
5788,Tata Tiago 1.2 Revotron XZ,Hyderabad,2017,22000,Petrol,Manual,First,23.84,1199 CC,84 bhp,5.0,642000.0,4.8,99.99925233644859,8
5789,Renault KWID RXL,Kochi,2019,7858,Petrol,Manual,First,25.17,799 CC,53.3 bhp,5.0,404000.0,3.8,99.9990594059406,6
5795,Honda Amaze VX Petrol,Mumbai,2014,21000,Petrol,Manual,First,19.5,1199 CC,86.76 bhp,5.0,899000.0,4.75,99.99947163515017,11
5799,Volkswagen Vento 1.5 TDI Highline AT,Pune,2016,19000,Diesel,Automatic,First,21.5,1498 CC,108.5 bhp,5.0,1568000.0,10.0,99.99936224489797,9
5805,Skoda Rapid 1.6 MPI Ambition,Coimbatore,2019,21214,Petrol,Manual,First,15.41,1598 CC,103.52 bhp,5.0,1244000.0,9.66,99.99922347266882,6
5808,Maruti Celerio VXI AMT,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998 CC,67.04 bhp,5.0,577000.0,3.8,99.99934142114384,9
5819,Renault KWID RXT Optional,Kochi,2017,21954,Petrol,Manual,First,25.17,799 CC,53.3 bhp,5.0,478000.0,3.7,99.9992259414226,8
5828,Nissan Micra XV CVT,Coimbatore,2017,54387,Petrol,Automatic,First,19.15,1198 CC,75.94 bhp,5.0,951000.0,5.85,99.99938485804417,8
5829,Renault KWID RXT Optional,Mumbai,2018,1617,Petrol,Manual,First,25.17,799 CC,53.3 bhp,5.0,478000.0,4.29,99.99910251046026,7
5830,Honda City i-DTEC SV,Hyderabad,2015,82000,Diesel,Manual,First,25.6,1498 CC,98.6 bhp,5.0,1333000.0,8.0,99.99939984996249,10
5854,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2016,28147,Petrol,Manual,First,18.9,1197 CC,81.86 bhp,5.0,662000.0,5.07,99.99923413897281,9
5864,Renault Duster 110PS Diesel RxZ,Bangalore,2014,70000,Diesel,Manual,First,19.6,1461 CC,108.45 bhp,5.0,1501000.0,8.25,99.99945036642238,11
5867,Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,35000,Diesel,Automatic,First,18.19,1968 CC,174.5 bhp,5.0,4072999.9999999995,25.75,99.99936778787135,8
5872,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,21248,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,1175000.0,9.44,99.99919659574469,8
5875,Mercedes-Benz C-Class Progressive C 220d,Ahmedabad,2019,4000,Diesel,Automatic,First,0.0,1950 CC,194 bhp,5.0,4914000.0,35.0,99.99928774928775,6
5879,Mitsubishi Pajero Sport 4X4,Jaipur,2014,70000,Diesel,Manual,Second,13.5,2477 CC,175.56 bhp,7.0,3321000.0,11.85,99.99964317976513,11
5894,Hyundai Creta 1.6 SX,Hyderabad,2018,9900,Petrol,Manual,First,15.8,1591 CC,121.3 bhp,5.0,1472000.0,13.2,99.99910326086957,7
5905,Tata Zest Quadrajet 1.3 75PS XE,Hyderabad,2016,125000,Diesel,Manual,First,22.95,1248 CC,74 bhp,5.0,809000.0,4.6,99.99943139678615,9
5907,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,34686,Diesel,Automatic,First,19.6,1461 CC,108.45 bhp,5.0,1505000.0,11.86,99.99921196013288,8
5923,Skoda Superb Style 2.0 TDI AT,Mumbai,2017,42000,Diesel,Automatic,First,18.19,1968 CC,174.5 bhp,5.0,3694000.0,22.99,99.99937763941527,8
5928,Mahindra NuvoSport N6,Coimbatore,2018,37323,Diesel,Manual,Second,17.45,1493 CC,100 bhp,7.0,1052000.0,7.29,99.99930703422054,7
5940,Maruti Dzire LDI,Pune,2018,27000,Diesel,Manual,First,28.4,1248 CC,73.75 bhp,5.0,791000.0,5.9,99.99925410872314,7
5941,Renault KWID RXL,Pune,2018,1000,Petrol,Manual,First,25.17,799 CC,53.3 bhp,5.0,445000.0,3.4,99.99923595505618,7
5947,Maruti Ertiga VXI AT Petrol,Mumbai,2017,28000,Petrol,Automatic,First,18.69,1462 CC,103 bhp,7.0,1065000.0,8.0,99.99924882629108,8
5959,Toyota Corolla Altis 1.8 G CVT,Delhi,2010,109703,Petrol,Automatic,Second,14.28,1798 CC,138.03 bhp,5.0,2046000.0,4.0,99.99980449657869,15
5964,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2018,8000,Petrol,Automatic,First,17.0,1591 CC,121.3 bhp,5.0,1514000.0,12.85,99.99915125495376,7
5970,Mercedes-Benz GLA Class 200 Sport,Kochi,2018,17773,Petrol,Automatic,First,13.7,1991 CC,183 bhp,5.0,3922000.0,26.76,99.99931769505355,7
5971,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2013,65000,Diesel,Manual,Second,20.14,1498 CC,88 bhp,5.0,1015000.0,3.5,99.9996551724138,12
5974,Volkswagen Ameo 1.2 MPI Highline,Ahmedabad,2016,34005,Petrol,Manual,First,17.0,1198 CC,73.75 bhp,5.0,809000.0,5.75,99.9992892459827,9
5981,Maruti Baleno Alpha,Mumbai,2017,6000,Petrol,Manual,First,21.4,1197 CC,83.1 bhp,5.0,877999.9999999999,7.5,99.99914578587699,8
5982,Tata Hexa XTA,Jaipur,2016,39000,Diesel,Automatic,First,17.6,2179 CC,153.86 bhp,7.0,2100000.0,13.5,99.99935714285715,9
5987,Tata Tiago 1.2 Revotron XT,Kochi,2017,15386,Petrol,Manual,First,23.84,1199 CC,84 bhp,5.0,556000.0,5.11,99.99908093525181,8
5989,Audi A4 35 TDI Premium Plus,Coimbatore,2013,58629,Diesel,Automatic,Second,18.25,1968 CC,187.74 bhp,5.0,5314000.0,16.52,99.99968912307115,12
5999,Tata Bolt Revotron XT,Chennai,2016,10000,Petrol,Manual,First,17.57,1193 CC,88.7 bhp,5.0,777000.0,4.0,99.99948519948519,9
6002,Volkswagen Vento 1.6 Highline,Mumbai,2011,38000,Petrol,Manual,First,16.09,1598 CC,103.5 bhp,5.0,1191000.0,3.25,99.99972712006718,14
6005,Maruti Vitara Brezza VDi,Pune,2016,37208,Diesel,Manual,First,24.3,1248 CC,88.5 bhp,5.0,993000.0,7.43,99.99925176233634,9
6010,Honda Brio 1.2 VX MT,Delhi,2013,33746,Petrol,Manual,First,18.5,1198 CC,86.8 bhp,5.0,663000.0,3.2,99.9995173453997,12
6014,Maruti Swift VDI,Delhi,2014,27365,Diesel,Manual,First,28.4,1248 CC,74 bhp,5.0,788000.0,4.75,99.99939720812183,11
