S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,car_age,depreciation_rate,Mileage_Score
148,Audi RS5 Coupe,Mumbai,2013,23000,Petrol,Automatic,First,11.05 kmpl,2894 CC,444 bhp,4.0,12800000.0,37.0,12,99.9997109375,11.05
149,BMW 3 Series Luxury Line,Mumbai,2014,48000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,6088000.0,26.5,11,99.99956471747701,21.76
150,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,48214,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,1157000.0,23.32,10,99.99798444252376,17.11
151,Maruti Swift VDI,Chennai,2016,35000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,1157000.0,6.25,9,99.99945980985306,22.9
152,Mercedes-Benz S Class 2005 2013 S 500,Kolkata,2010,35277,Petrol,Automatic,First,7.81 kmpl,5461 CC,362.9 bhp,5.0,1157000.0,30.0,15,99.99740708729473,7.81
153,Skoda Rapid 1.5 TDI AT Elegance Plus Black Package,Coimbatore,2016,54620,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5.0,1157000.0,9.86,9,99.99914779602419,21.66
154,Skoda Superb Elegance 2.0 TDI CR AT,Pune,2012,136997,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,1157000.0,8.5,13,99.99926534140016,17.2
155,Hyundai EON Magna Plus,Kochi,2019,14322,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,1157000.0,4.23,6,99.99963439930856,21.1
156,Volkswagen Polo Diesel Trendline 1.2L,Jaipur,2012,65634,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,1157000.0,3.5,13,99.99969749351771,22.07
157,Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,20.63 kmpl,1198 CC,67.06 bhp,5.0,1157000.0,2.5,9,99.99978392394124,20.63
158,Honda Brio S MT,Kolkata,2013,33280,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,1157000.0,2.39,12,99.99979343128783,19.4
159,Mercedes-Benz B Class B180,Delhi,2013,29000,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,1157000.0,11.25,12,99.99902765773552,14.8
160,Honda City i DTEC V,Kochi,2015,42831,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,1157000.0,7.11,10,99.99938547968884,26.0
161,Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2016,90000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,1157000.0,10.9,9,99.99905790838376,12.99
162,Maruti Swift VXI Optional,Ahmedabad,2017,24005,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,1157000.0,6.2,8,99.99946413137425,20.4
163,Mahindra XUV500 W8 2WD,Mumbai,2012,32792,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,1157000.0,7.9,13,99.99931719965429,15.1
164,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,147898,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,1157000.0,4.42,11,99.9996179775281,22.7
165,Toyota Fortuner 4x2 Manual,Mumbai,2012,131765,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,1157000.0,13.5,13,99.99883318928264,13.0
166,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,2013,65000,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,1157000.0,6.25,12,99.99945980985306,21.5
167,Ford Figo Diesel Titanium,Jaipur,2010,66123,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,1157000.0,2.1,15,99.99981849611062,20.0
168,BMW X5 xDrive 30d,Mumbai,2015,41000,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,5.0,1157000.0,45.0,10,99.9961106309421,15.3
169,Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,23550,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,1157000.0,33.66,8,99.9970907519447,19.27
170,Honda Brio V MT,Bangalore,2012,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5.0,1157000.0,3.65,13,99.9996845289542,19.4
171,Hyundai i10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,1157000.0,2.75,12,99.99976231633535,20.36
172,Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5.0,1157000.0,42.5,9,99.99632670700086,17.9
173,Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,739000.0,6.5,6,99.9991204330176,18.9
174,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,17.68 kmpl,1968 CC,174.33 bhp,5.0,1157000.0,19.0,13,99.99835782195333,17.68
175,Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5.0,1157000.0,4.45,12,99.9996153846154,14.4
176,Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,16.6 kmpl,1998 CC,112 bhp,5.0,1157000.0,23.0,8,99.99801210025929,16.6
177,Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,1157000.0,8.35,11,99.99927830596368,22.54
178,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,1157000.0,22.95,11,99.99801642178046,17.68
179,Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,1157000.0,1.5,13,99.99987035436475,25.44
180,Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,1157000.0,6.89,13,99.99940449438202,13.7
181,Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,5.0,1157000.0,1.45,19,99.99987467588592,17.8
182,BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,6947000.0,33.5,11,99.9995177774579,22.48
183,Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5.0,1157000.0,1.25,18,99.9998919619706,12.9
184,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,1157000.0,4.2,13,99.99963699222127,22.07
185,Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,19.98 kmpl,1461 CC,108.5 bhp,8.0,1157000.0,6.75,10,99.9994165946413,19.98
186,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,1157000.0,32.0,11,99.9972342264477,13.0
187,Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,877999.9999999999,7.5,8,99.99914578587699,21.4
188,Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,1157000.0,4.6,13,99.99960242005184,22.32
189,Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,1157000.0,4.04,8,99.99965082108902,19.81
190,Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7.0,1157000.0,10.31,9,99.99910890233362,15.4
191,Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,1157000.0,55.76,7,99.99518063958513,12.7
192,Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,1157000.0,2.6,15,99.99977528089887,20.0
193,Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,1274000.0,8.5,9,99.9993328100471,25.47
194,Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,0.0 kmpl,,,,1157000.0,2.95,18,99.99974503025065,0.0
195,Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,1157000.0,3.5,11,99.99969749351771,25.8
196,Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,1157000.0,3.55,10,99.99969317199654,20.36
197,Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,1157000.0,3.25,12,99.9997191011236,25.8
198,Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,1157000.0,4.5,17,99.9996110630942,17.5
199,Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,1157000.0,5.35,11,99.99953759723422,19.87
200,Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7.0,1052000.0,6.5,8,99.99938212927756,17.45
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,1198000.0,9.0,9,99.9992487479132,24.3
202,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,1157000.0,6.0,9,99.99948141745895,18.6
203,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7 kmpl,1390 CC,85 bhp,5.0,1157000.0,2.75,16,99.99976231633535,14.7
204,Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64 kmpl,1193 CC,64.1 bhp,5.0,1157000.0,1.5,15,99.99987035436475,15.64
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,1157000.0,19.9,10,99.99828003457218,15.73
206,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5.0,1157000.0,10.0,11,99.9991356957649,14.7
207,Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,1157000.0,3.0,11,99.99974070872946,23.59
208,Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1 kmpl,,,,1157000.0,2.11,15,99.9998176318064,16.1
209,Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,1157000.0,11.96,11,99.99896629213484,14.8
210,Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5.0,853999.9999999999,3.25,12,99.99961943793912,27.4
211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,1157000.0,4.75,13,99.99958945548833,22.32
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5.0,1157000.0,5.95,11,99.99948573898013,20.46
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,1157000.0,8.15,10,99.99929559204841,15.29
214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,1157000.0,4.22,9,99.9996352636128,20.51
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5.0,1157000.0,10.5,15,99.99909248055316,11.74
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5.0,1157000.0,45.0,13,99.9961106309421,11.8
217,Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,1157000.0,2.9,13,99.99974935177183,19.81
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,1157000.0,8.9,8,99.99923076923078,14.3
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,3358000.0,26.0,8,99.99922572960095,14.67
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,1157000.0,8.22,7,99.99928954191876,17.19
221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,1157000.0,3.5,11,99.99969749351771,25.8
222,Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,1157000.0,1.25,21,99.9998919619706,18.9
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,5.0,911999.9999999999,3.7,12,99.99959429824563,21.03
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,1157000.0,39.41,7,99.99659377700951,19.27
225,Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,529000.0,2.65,12,99.9994990548204,22.5
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5.0,1157000.0,8.92,10,99.99922904062231,19.01
227,Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,1157000.0,4.1,12,99.9996456352636,17.8
228,Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4.0,4428000.0,35.67,8,99.99919444444446,16.82
229,Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0 kmpl,1498 CC,99 bhp,,1157000.0,3.6,10,99.99968885047535,0.0
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2 kmpl,1396 CC,53.5 bhp,5.0,1157000.0,0.85,18,99.99992653414,17.2
231,Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6 kmpl,1199 CC,76.8 bhp,5.0,1157000.0,3.32,9,99.99971305099395,18.6
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,1157000.0,3.6,13,99.99968885047535,22.07
233,Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,1157000.0,6.8,9,99.99941227312014,22.9
234,Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,1157000.0,2.5,13,99.99978392394124,20.0
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,2073999.9999999998,19.64,6,99.99905303760849,11.36
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7.0,1157000.0,7.0,14,99.99939498703544,11.72
237,Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,1174000.0,3.87,14,99.99967035775127,17.4
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,1157000.0,6.27,7,99.9994580812446,18.6
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,1157000.0,18.12,10,99.998433880726,19.27
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,1157000.0,2.65,12,99.99977095937771,25.44
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,1157000.0,7.2,10,99.99937770095075,22.54
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,1157000.0,14.3,10,99.99876404494381,12.99
243,Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,1157000.0,6.9,12,99.9994036300778,20.77
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,1157000.0,10.75,11,99.99907087294729,12.8
245,Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5.0,1157000.0,0.95,18,99.99991789109767,17.0
246,Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,1157000.0,8.09,9,99.9993007778738,17.8
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,1157000.0,18.5,11,99.99840103716508,17.05
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,1157000.0,4.75,8,99.99958945548833,24.0
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,1157000.0,8.45,9,99.99926966292135,28.09
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.6 bhp,5.0,1157000.0,3.5,13,99.99969749351771,20.5
251,Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5.0,1157000.0,1.8,19,99.99984442523768,13.1
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5.0,1157000.0,3.7,11,99.99968020743302,19.91
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,1157000.0,7.17,8,99.99938029386345,18.7
254,Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,1157000.0,1.75,15,99.99984874675886,19.81
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38 kmpl,1995 CC,183 bhp,5.0,1157000.0,21.99,7,99.99809939498704,16.38
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,2552000.0,18.65,8,99.99926920062696,13.68
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5.0,1157000.0,1.85,14,99.9998401037165,19.7
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,1157000.0,5.95,8,99.99948573898013,20.4
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,1157000.0,3.75,11,99.99967588591184,18.9
260,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,1157000.0,3.75,13,99.99967588591184,22.9
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,1407000.0,2.6,17,99.99981520966595,22.0
262,Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5.0,1157000.0,1.75,19,99.99984874675886,0.0
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,1157000.0,2.8,15,99.99975799481417,17.0
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,9513000.0,61.29,8,99.99935572374646,11.57
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5.0,1157000.0,18.0,11,99.99844425237684,15.8
266,Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,1157000.0,4.35,11,99.99962402765773,23.2
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,1157000.0,13.75,9,99.99881158167675,19.67
268,Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,1157000.0,2.0,15,99.99982713915298,19.0
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,1157000.0,10.0,9,99.9991356957649,19.64
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5.0,1157000.0,1.65,15,99.99985738980122,17.8
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5.0,1157000.0,45.77,8,99.99604407951598,16.55
272,Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,1157000.0,3.25,15,99.9997191011236,20.36
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,1157000.0,12.8,9,99.99889369057908,12.8
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5.0,1157000.0,0.55,23,99.99995246326706,17.3
275,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,1157000.0,7.15,7,99.99938202247192,28.4
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,1157000.0,7.0,12,99.99939498703544,12.05
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,834000.0,3.75,8,99.99955035971223,22.95
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5.0,1157000.0,8.5,8,99.99926534140016,18.88
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,1157000.0,4.35,13,99.99962402765773,23.4
280,Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,1157000.0,3.26,9,99.99971823681936,22.74
281,Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,1157000.0,4.21,14,99.99963612791703,17.0
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,1157000.0,70.36,7,99.9939187554019,12.07
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5.0,1157000.0,2.95,16,99.99974503025065,17.0
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,1157000.0,4.28,13,99.99963007778739,17.1
285,Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,1157000.0,3.57,16,99.99969144338807,16.8
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,1157000.0,3.11,12,99.99973120138289,21.9
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,1157000.0,5.96,11,99.99948487467589,15.0
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,1157000.0,4.7,14,99.99959377700951,20.54
289,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,1157000.0,6.9,11,99.9994036300778,17.4
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,834000.0,5.25,7,99.99937050359712,22.95
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,1157000.0,28.0,10,99.99757994814175,18.48
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5.0,1157000.0,1.35,16,99.99988331892825,18.9
293,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,885000.0,4.85,10,99.99945197740114,18.2
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,1157000.0,6.7,13,99.99942091616249,15.0
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,1157000.0,3.1,15,99.99973206568711,20.36
